ds,t,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,seasonal_lower,seasonal_upper,yearly,yearly_lower,yearly_upper,seasonal,yhat
2015-11-05,0.1634782608695652,13.37776658177591,-13.963771481952863,40.549110342459336,13.377766581775909,13.377766581775909,-0.3441635069189516,-0.3441635069189516,-0.3441635069189516,-0.3441635069189516,-0.3441635069189516,-0.3441635069189516,13.03360307485696
2015-11-06,0.16521739130434782,13.436822821706583,-12.901520648133616,41.28012322928849,13.436822821706583,13.436822821706583,0.8131288080564734,0.8131288080564734,0.8131288080564734,0.8131288080564734,0.8131288080564734,0.8131288080564734,14.249951629763057
2015-11-09,0.17043478260869566,13.613991541498605,-8.616002414221933,45.07332366249965,13.613991541498605,13.613991541498605,4.000004292835893,4.000004292835893,4.000004292835893,4.000004292835893,4.000004292835893,4.000004292835893,17.613995834334496
2015-11-10,0.17217391304347826,13.673047781429277,-8.91911597880837,46.66457493535519,13.673047781429275,13.673047781429275,4.903557784174077,4.903557784174077,4.903557784174077,4.903557784174077,4.903557784174077,4.903557784174077,18.576605565603355
2015-11-11,0.17391304347826086,13.732104021359952,-7.137370696698674,45.66479540138188,13.732104021359952,13.732104021359952,5.700879336364645,5.700879336364645,5.700879336364645,5.700879336364645,5.700879336364645,5.700879336364645,19.432983357724595
2015-11-12,0.17565217391304347,13.791160261290624,-6.0714253396896005,45.96616499919418,13.791160261290624,13.791160261290624,6.379623888376928,6.379623888376928,6.379623888376928,6.379623888376928,6.379623888376928,6.379623888376928,20.170784149667554
2015-11-13,0.17739130434782607,13.850216501221299,-6.5485582500804895,46.70247915932937,13.850216501221299,13.850216501221299,6.930353311077919,6.930353311077919,6.930353311077919,6.930353311077919,6.930353311077919,6.930353311077919,20.78056981229922
2015-11-16,0.1826086956521739,14.027385221013317,-6.6740749719367365,46.337538758902106,14.027385221013317,14.027385221013317,7.766924352343022,7.766924352343022,7.766924352343022,7.766924352343022,7.766924352343022,7.766924352343022,21.794309573356337
2015-11-17,0.18434782608695652,14.08644146094399,-2.5746643093917716,48.78474505617341,14.08644146094399,14.08644146094399,7.7740152835503835,7.7740152835503835,7.7740152835503835,7.7740152835503835,7.7740152835503835,7.7740152835503835,21.86045674449437
2015-11-18,0.18608695652173912,14.145497700874664,-5.095729783847776,49.05423160319159,14.145497700874664,14.145497700874664,7.653036535089939,7.653036535089939,7.653036535089939,7.653036535089939,7.653036535089939,7.653036535089939,21.798534235964603
2015-11-19,0.18782608695652173,14.204553940805335,-6.18697295102001,46.947636534591936,14.204553940805333,14.204553940805333,7.412984558224667,7.412984558224667,7.412984558224667,7.412984558224667,7.412984558224667,7.412984558224667,21.61753849903
2015-11-20,0.18956521739130436,14.263610180736007,-4.889532323150671,48.20493286159154,14.263610180736007,14.263610180736007,7.065361809232748,7.065361809232748,7.065361809232748,7.065361809232748,7.065361809232748,7.065361809232748,21.328971989968757
2015-11-23,0.19478260869565217,14.440778898537175,-7.682586405033616,45.96988812290656,14.440778898537175,14.440778898537175,5.522088169628006,5.522088169628006,5.522088169628006,5.522088169628006,5.522088169628006,5.522088169628006,19.96286706816518
2015-11-24,0.19652173913043477,14.499835137804231,-6.688543777857372,45.32922121128304,14.499835137804231,14.499835137804231,4.896253827440859,4.896253827440859,4.896253827440859,4.896253827440859,4.896253827440859,4.896253827440859,19.39608896524509
2015-11-25,0.19826086956521738,14.558891377071289,-9.153350766675722,45.58489362572289,14.558891377071289,14.558891377071289,4.244326771910747,4.244326771910747,4.244326771910747,4.244326771910747,4.244326771910747,4.244326771910747,18.803218148982037
2015-11-30,0.20695652173913043,14.854172573406563,-11.070445093549782,41.6927033230518,14.854172573406563,14.854172573406563,1.1914100872838085,1.1914100872838085,1.1914100872838085,1.1914100872838085,1.1914100872838085,1.1914100872838085,16.04558266069037
2015-12-01,0.20869565217391303,14.913228812673621,-11.195635658068715,41.553983347563474,14.913228812673621,14.913228812673621,0.724538727132269,0.724538727132269,0.724538727132269,0.724538727132269,0.724538727132269,0.724538727132269,15.637767539805889
2015-12-02,0.21043478260869566,14.972285051940679,-11.39583086019431,42.13227328044242,14.972285051940679,14.972285051940679,0.3309267262248707,0.3309267262248707,0.3309267262248707,0.3309267262248707,0.3309267262248707,0.3309267262248707,15.303211778165549
2015-12-03,0.21217391304347827,15.031341291207733,-11.184210679213738,40.19180983281069,15.031341291207733,15.031341291207733,0.016730586058196995,0.016730586058196995,0.016730586058196995,0.016730586058196995,0.016730586058196995,0.016730586058196995,15.04807187726593
2015-12-07,0.21913043478260869,15.267566248275953,-11.489999333666267,40.29195924633213,15.267566248275953,15.267566248275953,-0.41486102213770615,-0.41486102213770615,-0.41486102213770615,-0.41486102213770615,-0.41486102213770615,-0.41486102213770615,14.852705226138246
2015-12-08,0.22086956521739132,15.32662248754301,-12.411045581253932,43.00708607801183,15.32662248754301,15.32662248754301,-0.331089694391664,-0.331089694391664,-0.331089694391664,-0.331089694391664,-0.331089694391664,-0.331089694391664,14.995532793151346
2015-12-09,0.22260869565217392,15.385678726810067,-10.980356320733549,44.08788980880908,15.385678726810067,15.385678726810067,-0.18460168479781613,-0.18460168479781613,-0.18460168479781613,-0.18460168479781613,-0.18460168479781613,-0.18460168479781613,15.201077042012251
2015-12-10,0.22434782608695653,15.444734966077123,-9.82666607419058,43.301261555947534,15.444734966077123,15.444734966077123,0.014276252811394349,0.014276252811394349,0.014276252811394349,0.014276252811394349,0.014276252811394349,0.014276252811394349,15.459011218888516
2015-12-11,0.22608695652173913,15.503791205344177,-11.144156424494746,42.395960628251075,15.503791205344175,15.503791205344175,0.25383075996256793,0.25383075996256793,0.25383075996256793,0.25383075996256793,0.25383075996256793,0.25383075996256793,15.757621965306745
2015-12-12,0.22782608695652173,15.562847442472892,-11.01829046921246,40.917473562973285,15.562847442472892,15.562847442472892,0.5213527059786969,0.5213527059786969,0.5213527059786969,0.5213527059786969,0.5213527059786969,0.5213527059786969,16.08420014845159
2015-12-14,0.23130434782608697,15.68095991673032,-9.122842571643957,42.92363976110303,15.68095991673032,15.68095991673032,1.0869894127586757,1.0869894127586757,1.0869894127586757,1.0869894127586757,1.0869894127586757,1.0869894127586757,16.767949329488996
2015-12-15,0.23304347826086957,15.740016153859035,-7.868241315290073,44.740399425441645,15.740016153859035,15.740016153859035,1.3584980811055192,1.3584980811055192,1.3584980811055192,1.3584980811055192,1.3584980811055192,1.3584980811055192,17.098514234964554
2015-12-16,0.23478260869565218,15.799072390987751,-10.783285561858037,44.38466071568277,15.799072390987751,15.799072390987751,1.6056075517489552,1.6056075517489552,1.6056075517489552,1.6056075517489552,1.6056075517489552,1.6056075517489552,17.404679942736706
2015-12-17,0.23652173913043478,15.858128628116463,-9.168938012486455,44.24076123331515,15.858128628116463,15.858128628116463,1.816933440119313,1.816933440119313,1.816933440119313,1.816933440119313,1.816933440119313,1.816933440119313,17.675062068235775
2015-12-18,0.2382608695652174,15.917184865245178,-9.0852020740193,44.40898341758944,15.917184865245178,15.917184865245178,1.9825366258307286,1.9825366258307286,1.9825366258307286,1.9825366258307286,1.9825366258307286,1.9825366258307286,17.899721491075905
2015-12-21,0.24347826086956523,16.09435357663132,-7.888990180902635,43.666288545356956,16.09435357663132,16.09435357663132,2.1335002096538287,2.1335002096538287,2.1335002096538287,2.1335002096538287,2.1335002096538287,2.1335002096538287,18.22785378628515
2015-12-22,0.24521739130434783,16.153409813760035,-9.1066973150907,42.562164721599984,16.153409813760035,16.153409813760035,2.0555257975070114,2.0555257975070114,2.0555257975070114,2.0555257975070114,2.0555257975070114,2.0555257975070114,18.208935611267048
2015-12-23,0.24695652173913044,16.212466050888754,-9.19418283183285,43.693864743431725,16.212466050888754,16.212466050888754,1.9127678294849977,1.9127678294849977,1.9127678294849977,1.9127678294849977,1.9127678294849977,1.9127678294849977,18.125233880373752
